,index,Name.1,Timestamp[ms].1,Date[MM.dd.yyyy].1,Time[hh:mm:ss.fff].1,Gpstime[ms].1,GnssStatus.1,Lat[wgs84].1,Lng[wgs84].1,Height[m].1,Heading[°].1,Velocity[m/s].1,Velocity[km/h].1,Acceleration[m/s²].1,North[m].1,East[m].1,Distance[m],YawRate[deg/s],vY[m/s],Lateral Distance[m],Forward Distance[m],GeoDistance[m],DistanceFromOrigin[m],Velocity_Status,Velocity_
2343,2356,FBl_26,35721130.0,16.06.2022,09:55:21.130,1339408521130.0,INS_SOLUTION_GOOD,50.2357049446702,14.9297258925438,199.701049804688,277.470115661621,0.0980753892991207,0.353071401476835,0.316231183066393,-4.1217978938763,40.1593223849754,0.238489501510913,-0.0376671738922596,-0.0018248236995308,0.236544213317853,-0.0303986433755983,0.238489501599628,0.238228934930571,Failed,335.4004183493111
2344,2357,FBl_26,35721140.0,16.06.2022,09:55:21.140,1339408521140.0,INS_SOLUTION_GOOD,50.2357049449086,14.9297258794904,199.701232910156,277.4697265625,0.10168684711029,0.366072649597043,0.37755456013238,-4.12177137277047,40.1583910947016,0.238485537965791,0.0352706015110016,-0.0010054439117667,0.236464125726515,-0.0309849818424947,0.238485538042425,0.238261466728963,Failed,347.71647438331155
2345,2358,FBl_26,35721150.0,16.06.2022,09:55:21.150,1339408521150.0,INS_SOLUTION_GOOD,50.2357049452066,14.9297258659601,199.701431274414,277.469291687012,0.105215331575524,0.378775193671888,0.358595379503725,-4.12173822386467,40.1574257846078,0.238483702196815,-0.105184890329838,-0.0023930554125325,0.236386915301717,-0.0315547542935985,0.238483702261581,0.238304691357449,Failed,359.95657538882944
2346,2359,FBl_26,35721160.0,16.06.2022,09:55:21.160,1339408521160.0,INS_SOLUTION_GOOD,50.2357049455047,14.929725851953,199.701614379883,277.468894958496,0.108420616046435,0.390314217767165,0.277099444845969,-4.12170507354373,40.156426454921,0.238477446222543,0.0217930059880018,-0.0007074994891158,0.236305500973812,-0.032112343291586,0.238477446275661,0.238352385205072,Failed,369.43789183969363
2347,2360,FBl_26,35721170.0,16.06.2022,09:55:21.170,1339408521170.0,INS_SOLUTION_GOOD,50.2357049459815,14.9297258375883,199.701812744141,277.469024658203,0.110777257138841,0.398798125699827,0.290484334836093,-4.1216520327472,40.155401610199,0.238488068159156,-0.0100878337398171,-0.0006899329466078,0.236241202855708,-0.0326596501416681,0.238488068200671,0.238424681619878,Failed,380.2675105563131
2348,2361,FBl_26,35721180.0,16.06.2022,09:55:21.180,1339408521180.0,INS_SOLUTION_GOOD,50.2357049465179,14.9297258228064,199.702011108398,277.469177246094,0.113919032332562,0.410108516397224,0.349021786002547,-4.12159236273557,40.1543469982763,0.238501580810888,0.0495966523885727,0.0003117768460669,0.236179981303516,-0.0331966940386825,0.238501580840939,0.238508753864044,Failed,389.4385338833261
2349,2362,FBl_26,35721190.0,16.06.2022,09:55:21.190,1339408521190.0,INS_SOLUTION_GOOD,50.2357049470544,14.9297258076668,199.702209472656,277.469215393066,0.116653769140508,0.41995356890583,0.286211759179887,-4.12153269201637,40.1532668715455,0.238512574265968,-0.053086269646883,-0.0013056722081262,0.236115848104247,-0.0337276498719205,0.238512574284608,0.238598232374773,Failed,400.27407701756124
2350,2363,FBl_26,35721200.0,16.06.2022,09:55:21.200,1339408521200.0,INS_SOLUTION_GOOD,50.2357049476504,14.92972579211,199.702407836914,277.46932220459,0.119459978462371,0.430055922464535,0.315583361893541,-4.12146639137449,40.152156977614,0.238526335573193,0.0675252601504326,0.0001775331241697,0.236054931565198,-0.0342473655810984,0.238526335580572,0.238700232955109,Failed,409.4434148034847
2351,2364,FBl_26,35721210.0,16.06.2022,09:55:21.210,1339408521210.0,INS_SOLUTION_GOOD,50.2357049482465,14.9297257761955,199.702606201172,277.469703674316,0.122006546866911,0.439223568720879,0.266445665278933,-4.12140009144019,40.1510215688742,0.238537475283615,0.0337322689592838,-0.0008694704891731,0.235991081510202,-0.0347611357769474,0.238537475279794,0.238808364819521,Failed,420.14194430392394
2352,2365,FBl_26,35721220.0,16.06.2022,09:55:21.220,1339408521220.0,INS_SOLUTION_GOOD,50.2357049488425,14.9297257598639,199.702789306641,277.470138549805,0.124985026160371,0.449946094177336,0.407474077046552,-4.12133379079831,40.1498563927069,0.238544854118257,-0.0113766826689243,-0.0019209440844506,0.235923810682651,-0.035264755382484,0.238544854103395,0.238923173540505,Failed,430.60309569229514
2353,2366,FBl_26,35721230.0,16.06.2022,09:55:21.230,1339408521230.0,INS_SOLUTION_GOOD,50.2357049493194,14.9297257431149,199.702987670898,277.469314575195,0.127980785268167,0.460730826965403,0.290309864181437,-4.12128075070935,40.1486614495659,0.238535616706777,-0.0853732377290726,-0.0026020775577145,0.235840087030181,-0.0357588279310235,0.238535616681039,0.239031842876018,Failed,441.4187951728816
2354,2367,FBl_26,35721240.0,16.06.2022,09:55:21.240,1339408521240.0,INS_SOLUTION_GOOD,50.2357049498558,14.9297257259488,199.703170776367,277.468856811523,0.131036627238592,0.471731858058933,0.272745823635537,-4.12122108069772,40.1474367389973,0.238528899059544,0.0466586723923683,-0.0009877456741446,0.23575935863902,-0.0362430749701305,0.238528899023101,0.239154674538095,Failed,450.71358231236
2355,2368,FBl_26,35721250.0,16.06.2022,09:55:21.250,1339408521250.0,INS_SOLUTION_GOOD,50.2357049504519,14.929725708425,199.703369140625,277.468399047852,0.133097761896383,0.479151942826977,0.252026749785125,-4.12115477934827,40.1461865136205,0.238525775403737,-0.0450143031775951,-0.0017539849974331,0.235682456841383,-0.0367195458401608,0.238525775356665,0.239291861030414,Failed,457.10286667693435
2356,2369,FBl_26,35721260.0,16.06.2022,09:55:21.260,1339408521260.0,INS_SOLUTION_GOOD,50.2357049511671,14.9297256906629,199.703552246094,277.468276977539,0.134694567470683,0.48490044289446,0.161267451171631,-4.12107521956862,40.1449192784471,0.23853485431876,-0.0372875034809113,-0.0011110447790073,0.235616610009407,-0.0371979809259167,0.238534854260944,0.23944984531836,Failed,465.0612549317915
2357,2370,FBl_26,35721270.0,16.06.2022,09:55:21.270,1339408521270.0,INS_SOLUTION_GOOD,50.2357049520016,14.9297256726027,199.703735351563,277.468376159668,0.136739183687769,0.492261061275969,0.245663270979791,-4.12098239852848,40.143630780631,0.238554992041159,0.0451722368597984,0.0005362479723788,0.235561648968574,-0.0376721877549426,0.238554991972579,0.23962916692321,Failed,469.64196650584523
2358,2371,FBl_26,35721280.0,16.06.2022,09:55:21.280,1339408521280.0,INS_SOLUTION_GOOD,50.235704952836,14.9297256543636,199.703918457031,277.468490600586,0.138756763808674,0.499524349711228,0.322953396589613,-4.12088957890348,40.1423295258646,0.238575703750343,-0.0423098132014275,-0.0008111744111371,0.235505285985727,-0.0381526755915158,0.238575703670786,0.239816274736816,Failed,480.3318033914837
2359,2372,FBl_26,35721290.0,16.06.2022,09:55:21.290,1339408521290.0,INS_SOLUTION_GOOD,50.2357049536705,14.9297256357074,199.7041015625,277.468276977539,0.141045149729624,0.507762539026648,0.211020340387793,-4.12079675786334,40.1409985034438,0.238592370517377,-0.029480068013072,-0.0007861194751514,0.235445407751485,-0.038623557509927,0.238592370427023,0.240012731651485,Failed,486.4406808225979
2360,2373,FBl_26,35721300.0,16.06.2022,09:55:21.300,1339408521300.0,INS_SOLUTION_GOOD,50.235704954505,14.9297256168127,199.704315185547,277.467948913574,0.143054965691532,0.514997876489514,0.238935012542068,-4.1207039368232,40.1396504712264,0.238608456883705,-0.093407891690731,-0.0018536439972083,0.235383612904874,-0.0390966804722023,0.238608456782439,0.240217906541919,Failed,495.4494156927414
2361,2374,FBl_26,35721310.0,16.06.2022,09:55:21.310,1339408521310.0,INS_SOLUTION_GOOD,50.2357049552798,14.9297255975604,199.704513549805,277.467155456543,0.145450577991683,0.523622080770059,0.220461227819418,-4.1206177464133,40.1382769244277,0.238615246957414,-0.119844011962414,-0.0023397047505372,0.23531230398372,-0.039564575328546,0.238615246845324,0.240426244583968,Failed,501.41913929013094
2362,2375,FBl_26,35721320.0,16.06.2022,09:55:21.320,1339408521320.0,INS_SOLUTION_GOOD,50.2357049559951,14.9297255780697,199.704711914063,277.466110229492,0.147275135848711,0.530190489055359,0.153489340082559,-4.12053818663365,40.1368863676055,0.238615097002495,-0.0956240147352219,-0.0022304733095764,0.235232510386161,-0.0400353658185135,0.238615096879467,0.240637338132921,Failed,509.5143366597276
2363,2376,FBl_26,35721330.0,16.06.2022,09:55:21.330,1339408521330.0,INS_SOLUTION_GOOD,50.2357049568892,14.9297255582809,199.704925537109,277.465873718262,0.149362138963677,0.537703700269238,0.175490196816041,-4.12043873637841,40.1354745483675,0.238632282583689,0.0467365197837353,4.87176526019241e-05,0.235169981242468,-0.0405024215272994,0.23863228244971,0.240878281430404,Failed,515.9763714638417
2364,2377,FBl_26,35721340.0,16.06.2022,09:55:21.340,1339408521340.0,INS_SOLUTION_GOOD,50.2357049579024,14.9297255382538,199.705123901367,277.466239929199,0.151422118844553,0.54511962784039,0.213451533898407,-4.12032602486268,40.134045719333,0.238661614410324,0.0305230356752872,9.97286116452833e-05,0.235118726438892,-0.0409701183969768,0.238661614265279,0.241142332723055,Failed,523.7977233782952
2365,2378,FBl_26,35721350.0,16.06.2022,09:55:21.350,1339408521350.0,INS_SOLUTION_GOOD,50.2357049589753,14.9297255179286,199.705352783203,277.466606140137,0.153449537696996,0.552418335709185,0.372422589415325,-4.12020668483941,40.1325956281096,0.238695508504966,-0.0496650114655495,-0.0005431273451382,0.235071606145977,-0.0414353193527373,0.238695508348843,0.241423632965435,Failed,532.7656670805993
2366,2379,FBl_26,35721360.0,16.06.2022,09:55:21.360,1339408521360.0,INS_SOLUTION_GOOD,50.2357049599886,14.9297254972458,199.70556640625,277.466285705566,0.156363040048604,0.562906944174974,0.381175916114259,-4.12009397332368,40.131120021851,0.238720036368647,-0.0803143233060837,-0.0010740868478201,0.23501508271461,-0.0418947082662066,0.238720036201542,0.241709877472554,Failed,543.4513280316927
2367,2380,FBl_26,35721370.0,16.06.2022,09:55:21.370,1339408521370.0,INS_SOLUTION_GOOD,50.2357049610019,14.9297254761457,199.705764770508,277.465850830078,0.159727707602491,0.575019747368969,0.386229783965775,-4.11998126251552,40.1296146483918,0.238740286178543,-0.0687924399971962,-0.0015765824876021,0.234954970522544,-0.0423448460432342,0.238740286000656,0.24200861811134,Failed,556.8644511385415
2368,2381,FBl_26,35721380.0,16.06.2022,09:55:21.380,1339408521380.0,INS_SOLUTION_GOOD,50.2357049618959,14.9297254545093,199.705963134766,277.464897155762,0.163647156148836,0.589129762135809,0.479715467576022,-4.11988181226028,40.1280710029471,0.238741049599144,-0.0911280512809753,-0.0024774314808147,0.234877445106865,-0.0427770318498809,0.238741049410892,0.242308350965724,Failed,570.769517038547
